srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2822234,G,2,110018,233,233,228,A,ADLD,110029,14-12-2017,02-08-2017,30-01-2018,4153,03-02-2018,1.74E+01
2836878,AN,4,600024,233,233,131,A,ADLD,600092,27-12-2017,26-12-2017,03-02-2018,4490,08-02-2018,1.43E+01
2833768,C,8,700064,233,233,131,A,ADLD,700053,08-05-2017,08-05-2017,03-02-2018,4500,07-02-2018,1.44E+01
2855488,C,3,560011,233,233,131,B,ADLD,590010,10-10-2016,07-10-2016,09-02-2018,4461,14-02-2018,1.36E+01
2850936,AN,7,500004,233,233,131,C,ADLD,505001,25-03-2017,23-03-2017,08-02-2018,4403,22-02-2018,1.64E+01
2897639,AN,22,400104,233,233,131,B,ADLD,431005,03-06-2017,23-05-2017,22-02-2018,4581,24-02-2018,1.33E+01
2967979,AI,8,700064,233,0,131,A,ADLD,700102,13-11-2017,11-11-2017,10-03-2018,4499,13-03-2018,1.59E+01
2982907,T,1,400059,233,233,228,B,ADLD,530002,29-01-2018,19-09-2017,15-03-2018,4011,17-03-2018,1.45E+01
2930179,C,11,641012,201,233,131,A,ADLD,641047,05-04-2017,04-04-2017,01-03-2018,4492,16-03-2018,1.31E+01
3007885,AJ,2,110018,233,233,228,A,ADLD,122015,01-05-2017,11-02-2017,22-03-2018,4388,25-03-2018,1.31E+01
2928597,AN,3,560011,233,233,131,A,ADLD,560100,19-02-2018,09-10-2017,01-03-2018,5001,10-03-2018,1.05E+01
3024887,AI,27,110034,233,233,131,A,ADLD,110019,11-12-2017,11-12-2017,27-03-2018,4388,09-04-2018,1.12E+01
3076411,AN,7,500004,233,233,228,B,ADLD,503003,05-02-2018,26-12-2017,11-04-2018,4403,13-04-2018,1.12E+01
3068209,AJ,23,400001,233,233,131,A,ADLD,380026,03-03-2018,03-03-2018,09-04-2018,4398,10-04-2018,1.08E+01
2944927,AE,2,110018,233,245,131,A,ADLD,110096,25-11-2017,25-11-2017,06-03-2018,4093,08-03-2018,1.35E+01
3083610,AN,21,110015,233,245,131,A,ADLD,110017,29-04-2017,28-04-2017,14-04-2018,4580,22-04-2018,1.17E+01
2879408,AN,7,500004,233,233,131,C,ADLD,533437,17-04-2017,14-04-2017,17-02-2018,4403,21-02-2018,1.44E+01
2987177,AN,26,560066,233,233,131,A,ADLD,560067,14-08-2017,12-08-2017,16-03-2018,5001,19-03-2018,1.03E+01
2938325,AN,21,110015,233,233,131,B,ADLD,180010,17-08-2017,14-08-2017,04-03-2018,4580,20-03-2018,1.15E+01
3007778,AI,23,400001,233,233,131,A,ADLD,400603,05-03-2018,05-03-2018,22-03-2018,4398,26-03-2018,1.22E+01
3010179,AN,26,560066,233,233,131,A,ADLD,641034,23-10-2017,18-10-2017,23-03-2018,5001,27-03-2018,1.23E+01
3003082,AN,26,560066,233,233,131,C,ADLD,571401,15-07-2017,01-08-2017,21-03-2018,5001,12-04-2018,1.04E+01
2819175,AN,21,110015,233,233,131,A,ADLD,122001,27-08-2017,08-03-2017,30-01-2018,4580,06-02-2018,1.35E+01
2819175,AN,21,110015,233,233,131,A,ADLD,122001,27-08-2017,23-03-2017,30-01-2018,4580,06-02-2018,1.35E+01
2839454,AJ,7,500004,233,233,228,A,ADLD,500072,08-09-2017,20-01-2017,05-02-2018,4474,11-02-2018,1.41E+01
2963643,C,2,110018,233,233,228,A,ADLD,122001,20-02-2018,18-09-2016,10-03-2018,4091,19-03-2018,1.38E+01
2930716,AR,1,400059,233,233,131,A,ADLD,122001,18-10-2017,05-10-2017,02-03-2018,4011,06-03-2018,1.40E+01
3043198,AD,2,110018,233,233,228,A,ADLD,122001,04-05-2017,23-11-2016,31-03-2018,4011,07-04-2018,1.41E+01
2827647,AN,22,400104,233,233,131,A,ADLD,421503,16-08-2016,03-08-2016,01-02-2018,4581,06-02-2018,1.59E+01
2856228,AN,22,400104,233,233,131,A,ADLD,400604,21-05-2017,18-05-2017,09-02-2018,4581,12-02-2018,1.25E+01
2837253,AJ,2,110018,233,233,131,A,ADLD,110031,23-12-2017,23-12-2017,03-02-2018,4388,10-02-2018,1.39E+01
2848376,C,5,380009,233,233,131,A,ADLD,380015,21-11-2017,21-11-2017,07-02-2018,4546,09-02-2018,1.36E+01
2902574,AN,22,400104,233,233,131,B,ADLD,382421,20-12-2016,17-12-2016,23-02-2018,4581,27-02-2018,1.45E+01
2986828,AJ,23,400001,233,233,131,A,ADLD,400077,03-05-2017,03-05-2017,16-03-2018,4398,17-03-2018,1.26E+01
2931211,AN,17,800001,201,233,131,0,ADLD,815312,11-03-2017,08-03-2017,03-03-2018,4538,07-03-2018,1.23E+01
3026787,AN,26,560066,233,233,131,A,ADLD,560030,12-01-2018,11-01-2018,27-03-2018,5001,31-03-2018,9.79E+00
2971272,AI,8,700064,233,233,131,C,ADLD,712306,03-10-2017,29-09-2017,12-03-2018,4499,26-03-2018,1.17E+01
3023126,AN,7,500004,233,233,131,A,ADLD,500058,10-04-2017,09-04-2017,26-03-2018,4403,04-04-2018,1.19E+01
3011764,C,2,110018,233,233,228,A,ADLD,110029,15-02-2018,15-02-2018,23-03-2018,4550,06-04-2018,1.02E+01
3066588,AN,26,560066,308,233,131,A,ADLD,560103,07-12-2017,06-12-2017,08-04-2018,5001,11-04-2018,7.92E+00
3063468,AN,21,110015,233,233,131,C,ADLD,121106,24-11-2017,23-11-2017,07-04-2018,4580,12-04-2018,1.09E+01
3062147,AN,21,110015,233,233,131,A,ADLD,121002,26-06-2017,24-06-2017,06-04-2018,4580,15-04-2018,1.19E+01
2949151,AN,22,400104,233,245,131,A,ADLD,380054,27-04-2017,26-04-2017,07-03-2018,4581,09-03-2018,1.18E+01
3026006,AN,21,110015,233,245,131,A,ADLD,110018,24-04-2017,22-04-2017,27-03-2018,4580,31-03-2018,1.10E+01
2824689,AI,10,226010,233,233,131,B,ADLD,282007,22-11-2017,22-11-2017,31-01-2018,4444,09-02-2018,1.43E+01
3062849,AJ,25,560037,233,233,131,A,ADLD,600036,29-06-2017,29-06-2017,07-04-2018,4460,11-04-2018,1.12E+01
2962522,AE,8,700064,233,233,131,B,ADLD,781008,06-02-2018,06-02-2018,10-03-2018,4503,25-03-2018,1.35E+01
2837096,J,5,380009,233,245,131,B,ADLD,390018,29-01-2018,21-01-2018,03-02-2018,4017,09-02-2018,1.56E+01
2866469,AN,4,600024,233,233,131,A,ADLD,600034,15-05-2017,13-05-2017,13-02-2018,4490,16-02-2018,1.52E+01
2999306,AN,26,560066,308,233,131,A,ADLD,560068,19-05-2017,17-05-2017,19-03-2018,5001,26-03-2018,9.28E+00
3026352,AE,2,110018,0,233,131,A,ADLD,110036,20-12-2017,20-12-2017,27-03-2018,4093,29-03-2018,1.71E+01
3034495,C,3,560011,308,245,131,A,ADLD,560068,05-08-2017,04-08-2017,29-03-2018,4461,14-04-2018,1.06E+01
2979308,AJ,25,560037,308,233,228,A,ADLD,560085,18-10-2017,01-05-2017,14-03-2018,4460,21-03-2018,1.16E+01
3043062,AI,7,500004,233,233,131,B,ADLD,522002,15-01-2018,15-01-2018,31-03-2018,4474,03-04-2018,1.03E+01
3058202,AI,6,160059,233,233,131,C,ADLD,143001,19-01-2018,19-01-2018,05-04-2018,4437,12-04-2018,9.29E+00
3005821,C,4,600024,233,233,228,A,ADLD,600118,24-10-2017,19-05-2016,22-03-2018,4483,08-04-2018,1.20E+01
2890369,AN,21,110015,201,233,131,0,ADLD,285201,06-01-2018,04-01-2018,20-02-2018,4580,24-02-2018,1.32E+01
2850452,AN,7,500004,233,233,131,A,ADLD,500032,18-02-2017,17-02-2017,07-02-2018,4403,10-02-2018,1.45E+01
2839276,C,2,110018,233,233,228,A,ADLD,121003,07-11-2017,04-11-2017,05-02-2018,4091,08-02-2018,1.71E+01
2862040,AA,2,110018,233,233,228,B,ADLD,248001,05-08-2017,05-08-2017,12-02-2018,4150,13-02-2018,1.50E+01
2865470,AA,12,302006,233,233,228,B,ADLD,334001,17-01-2018,12-01-2018,13-02-2018,4459,17-02-2018,1.35E+01
2844562,AN,22,400104,233,233,131,A,ADLD,380058,12-12-2017,11-12-2017,06-02-2018,4581,14-02-2018,1.34E+01
2902631,AN,8,700064,233,233,228,A,ADLD,700090,26-07-2017,22-07-2017,23-02-2018,4508,26-02-2018,1.40E+01
2906764,AN,11,641012,201,233,131,A,ADLD,641004,02-03-2017,15-02-2017,25-02-2018,4495,27-02-2018,1.34E+01
2907788,S,9,411016,233,233,131,B,ADLD,440004,02-02-2018,18-04-2017,26-02-2018,4027,01-03-2018,1.40E+01
2938306,AN,21,110015,233,233,131,A,ADLD,201014,06-10-2017,01-10-2017,04-03-2018,4580,07-03-2018,1.16E+01
2884211,AI,8,700064,233,233,131,B,ADLD,734434,23-10-2017,21-10-2017,19-02-2018,4499,26-02-2018,1.42E+01
2944874,AN,21,110015,233,233,228,B,ADLD,281004,31-01-2018,31-01-2018,06-03-2018,4580,08-03-2018,1.14E+01
2922588,C,2,110018,233,233,228,A,ADLD,110029,09-08-2017,30-01-2017,28-02-2018,4094,10-03-2018,1.40E+01
2994303,AN,21,110015,233,233,131,A,ADLD,110053,19-05-2017,17-05-2017,18-03-2018,4580,20-03-2018,1.03E+01
2938302,U,2,110018,233,233,228,A,ADLD,500034,20-05-2017,11-11-2016,04-03-2018,4540,15-03-2018,1.25E+01
2938302,U,2,110018,0,233,228,A,ADLD,500034,20-05-2017,11-11-2016,04-03-2018,4540,15-03-2018,1.64E+01
2971263,C,8,700064,233,0,131,A,ADLD,700016,24-05-2017,23-05-2017,12-03-2018,4500,13-03-2018,1.49E+01
2986449,AN,22,400104,201,233,131,D,ADLD,443001,15-04-2016,11-04-2016,16-03-2018,4581,19-03-2018,1.26E+01
3034812,AJ,27,110034,233,233,228,A,ADLD,110041,30-01-2018,12-12-2017,29-03-2018,4388,30-03-2018,1.19E+01
3021770,AN,21,110015,233,233,131,A,ADLD,110033,04-07-2017,17-07-2017,26-03-2018,4580,29-03-2018,1.12E+01
2990336,P,3,560011,233,233,228,A,ADLD,560103,09-02-2018,17-01-2018,17-03-2018,4390,26-03-2018,1.25E+01
3012139,C,3,560011,233,233,228,A,ADLD,560034,18-01-2018,20-12-2016,23-03-2018,4469,23-03-2018,1.28E+01
3030427,AJ,27,110034,233,233,131,A,ADLD,302013,02-06-2017,20-05-2017,28-03-2018,4388,02-04-2018,1.06E+01
3052836,L,2,110018,233,233,131,A,ADLD,121006,04-07-2017,26-06-2017,04-04-2018,5138,11-04-2018,8.59E+00
3021600,AJ,8,700064,233,233,131,B,ADLD,722101,15-06-2017,13-05-2017,26-03-2018,4499,04-04-2018,1.19E+01
2885481,AN,21,110015,233,233,228,A,ADLD,226010,03-02-2018,09-08-2017,19-02-2018,4580,22-02-2018,1.40E+01
2829865,AN,22,400104,233,233,131,A,ADLD,411061,02-06-2017,01-06-2017,01-02-2018,4581,06-02-2018,1.36E+01
2840040,AN,4,600024,233,233,131,A,ADLD,600034,21-02-2017,20-02-2017,05-02-2018,4490,09-02-2018,1.43E+01
2898386,C,12,302006,233,233,131,A,ADLD,302015,17-12-2017,17-12-2017,22-02-2018,4453,26-02-2018,1.36E+01
2999996,AN,21,110015,233,233,131,C,ADLD,301001,10-07-2017,06-07-2017,20-03-2018,4580,29-03-2018,1.15E+01
3000052,AN,21,110015,233,233,131,B,ADLD,324010,09-09-2017,05-09-2017,20-03-2018,4580,23-03-2018,1.26E+01
2857231,AJ,3,560011,233,245,131,A,ADLD,560032,02-05-2017,02-05-2017,09-02-2018,4460,12-02-2018,1.52E+01
2900532,AJ,9,411016,233,233,228,B,ADLD,440026,17-08-2017,17-08-2017,23-02-2018,4021,08-03-2018,1.59E+01
2885279,AN,22,400104,233,233,131,B,ADLD,440002,29-09-2017,06-03-2018,19-02-2018,4581,21-02-2018,1.31E+01
2986336,C,2,110018,308,233,228,A,ADLD,122018,25-02-2018,17-05-2017,16-03-2018,4550,22-03-2018,1.05E+01
2941793,AN,8,700064,233,233,131,A,ADLD,700007,09-05-2017,16-03-2017,05-03-2018,4508,01-04-2018,1.29E+01
3006574,AN,21,110015,233,233,131,C,ADLD,141001,13-09-2017,01-07-2017,22-03-2018,4580,05-04-2018,1.05E+01
2838277,AN,21,110015,201,233,131,D,ADLD,126113,18-01-2018,16-11-2017,04-02-2018,4673,10-02-2018,1.30E+01
3019777,C,2,110018,233,233,228,A,ADLD,122001,08-03-2018,16-05-2017,26-03-2018,4091,28-03-2018,1.33E+01
2826750,AE,2,110018,233,233,131,A,ADLD,110053,14-02-2017,13-02-2017,31-01-2018,4093,03-02-2018,1.57E+01
2827847,AJ,8,700064,233,233,131,A,ADLD,700059,09-05-2017,09-05-2017,01-02-2018,4499,09-02-2018,1.44E+01
2861823,AN,22,400104,201,233,131,D,ADLD,424310,25-01-2018,11-10-2017,12-02-2018,4581,20-02-2018,1.38E+01
2883470,AN,21,110015,201,233,131,0,ADLD,283203,01-02-2018,23-01-2018,18-02-2018,4580,21-02-2018,1.32E+01
2941796,AJ,8,700064,201,233,228,0,ADLD,754210,15-12-2017,10-12-2017,05-03-2018,4499,07-03-2018,1.33E+01
2966292,AN,21,110015,233,233,131,A,ADLD,201301,06-07-2017,04-07-2017,10-03-2018,4580,13-03-2018,1.16E+01
2891641,Z,5,380009,233,233,228,B,ADLD,390011,13-08-2017,11-07-2017,20-02-2018,4392,24-02-2018,1.41E+01
2984739,AN,8,700064,233,233,131,A,ADLD,700157,17-04-2017,15-04-2017,15-03-2018,4508,17-03-2018,1.37E+01
2969899,AN,21,110015,233,233,131,A,ADLD,110041,21-02-2018,19-02-2018,11-03-2018,4580,20-03-2018,1.20E+01
2896172,H,1,400059,233,233,228,C,ADLD,490006,04-02-2018,15-04-2017,22-02-2018,4011,06-03-2018,1.71E+01
2993211,AJ,23,400001,233,233,228,A,ADLD,380006,15-12-2017,12-12-2017,17-03-2018,4398,21-03-2018,1.45E+01
2984770,AN,22,400104,233,233,131,B,ADLD,403708,04-04-2017,30-03-2017,15-03-2018,4581,22-03-2018,1.38E+01
3013577,AN,21,110015,233,233,131,A,ADLD,201306,18-12-2017,03-12-2017,24-03-2018,4580,27-03-2018,1.34E+01
3023131,AN,22,400104,233,233,131,A,ADLD,382445,23-06-2017,21-06-2017,26-03-2018,4581,28-03-2018,1.26E+01
3011273,AN,21,110015,233,233,131,A,ADLD,201301,04-05-2017,29-04-2017,23-03-2018,4580,27-03-2018,1.14E+01
2945209,AB,1,400059,233,233,131,A,ADLD,800006,20-08-2017,18-08-2017,06-03-2018,4390,08-03-2018,1.55E+01
3038848,AI,23,400001,233,233,131,A,ADLD,421505,16-10-2017,16-10-2017,30-03-2018,4398,03-04-2018,1.17E+01
3056440,AN,22,400104,233,233,131,A,ADLD,400089,23-05-2017,22-05-2017,05-04-2018,4581,07-04-2018,1.04E+01
3056440,AN,22,400104,0,233,131,A,ADLD,400089,23-05-2017,22-05-2017,05-04-2018,4581,07-04-2018,1.33E+01
3045671,AN,22,400104,233,233,131,B,ADLD,424001,07-06-2017,03-06-2017,02-04-2018,4581,06-04-2018,1.05E+01
3052204,AJ,25,560037,233,233,131,A,ADLD,560103,23-12-2017,25-08-2017,03-04-2018,4460,09-04-2018,1.32E+01
3055386,Y,6,160059,233,233,131,C,ADLD,143401,10-10-2017,24-09-2017,04-04-2018,4441,08-04-2018,1.26E+01
3057161,AJ,27,110034,233,233,228,A,ADLD,201304,23-01-2018,19-02-2017,05-04-2018,4388,14-04-2018,1.08E+01
3067109,AA,24,110092,233,233,131,A,ADLD,110053,24-03-2018,31-03-2017,09-04-2018,4150,12-04-2018,1.17E+01
3049925,C,17,800001,233,0,131,A,ADLD,800004,06-11-2017,03-11-2017,03-04-2018,4409,07-04-2018,1.50E+01
3062857,AN,21,110015,201,233,131,D,ADLD,182121,09-08-2017,05-08-2017,07-04-2018,4580,14-04-2018,1.14E+01
3056427,C,2,110018,233,233,228,A,ADLD,110059,04-01-2018,30-12-2017,05-04-2018,4094,11-04-2018,1.30E+01
3064345,AE,1,400059,233,233,131,A,ADLD,382440,05-02-2018,05-02-2018,07-04-2018,4015,10-04-2018,1.25E+01
2875835,C,2,110018,233,245,131,A,ADLD,110092,12-10-2016,07-10-2016,16-02-2018,4550,21-02-2018,1.32E+01
3012185,AN,26,560066,233,245,131,C,ADLD,576225,01-12-2017,29-11-2017,23-03-2018,5001,30-03-2018,1.00E+01
2839905,AN,11,641012,201,201,131,0,ADLD,673570,03-05-2017,26-04-2017,05-02-2018,4495,08-02-2018,1.61E+01
2872316,AJ,10,226010,233,233,131,B,ADLD,282007,30-01-2018,10-05-2017,15-02-2018,4444,20-02-2018,1.38E+01
2866171,AI,10,226010,233,233,131,A,ADLD,226018,03-10-2017,02-10-2017,13-02-2018,4444,21-02-2018,1.37E+01
3001167,AA,7,500004,233,233,228,A,ADLD,500081,23-02-2018,22-02-2018,20-03-2018,4479,24-03-2018,1.30E+01
3053622,AE,2,110018,233,233,131,A,ADLD,110043,28-02-2018,04-01-2017,04-04-2018,4093,06-04-2018,1.21E+01
2973038,AN,21,110015,233,233,131,A,ADLD,121005,05-04-2017,03-04-2017,12-03-2018,4580,14-03-2018,1.24E+01
2892708,AN,22,400104,233,233,131,B,ADLD,395007,24-07-2017,22-07-2017,21-02-2018,4581,28-02-2018,1.52E+01
3009328,AJ,8,700064,233,233,228,A,ADLD,700003,03-02-2018,17-01-2017,22-03-2018,4499,26-03-2018,1.36E+01
3066639,AN,26,560066,233,233,131,A,ADLD,600116,25-10-2017,24-10-2017,09-04-2018,5001,10-04-2018,9.91E+00
2973398,AN,22,400104,233,233,131,B,ADLD,440013,02-02-2018,16-12-2017,13-03-2018,4581,16-03-2018,1.19E+01
3035413,AN,22,400104,308,233,131,A,ADLD,421301,10-10-2017,09-10-2017,29-03-2018,4581,03-04-2018,1.00E+01
3046258,AN,26,560066,233,233,131,B,ADLD,583101,27-04-2017,30-03-2017,02-04-2018,5001,07-04-2018,9.97E+00
3046258,AN,26,560066,233,233,131,B,ADLD,583101,27-04-2017,14-04-2017,02-04-2018,5001,07-04-2018,8.96E+00
3057544,AI,6,160059,233,233,131,C,ADLD,143001,02-01-2018,02-01-2018,05-04-2018,4437,12-04-2018,1.13E+01
2923665,AN,21,110015,233,233,131,A,ADLD,160055,18-04-2017,15-04-2017,28-02-2018,4580,11-03-2018,1.20E+01
2941806,C,8,700064,233,233,228,C,ADLD,723101,28-02-2018,28-02-2018,05-03-2018,4500,13-03-2018,1.25E+01
2835351,AN,21,110015,233,233,228,A,ADLD,122001,18-01-2018,29-03-2017,03-02-2018,4580,05-02-2018,1.41E+01
2854549,AN,2,110018,233,233,131,A,ADLD,110085,11-04-2017,07-03-2018,09-02-2018,4580,13-02-2018,1.27E+01
2906383,AJ,2,110018,233,233,228,A,ADLD,122001,07-08-2017,02-05-2017,25-02-2018,4388,26-02-2018,1.46E+01
3042588,AN,21,110015,233,233,131,A,ADLD,110085,10-08-2016,27-07-2016,31-03-2018,4580,11-04-2018,1.07E+01
2892293,AN,22,400104,233,245,131,B,ADLD,390007,18-05-2016,01-05-2016,21-02-2018,4581,28-02-2018,1.34E+01
2839794,AN,22,400104,233,233,131,A,ADLD,401105,11-12-2017,09-12-2017,05-02-2018,4019,08-02-2018,1.59E+01
2831240,AN,22,400104,233,233,131,A,ADLD,380054,23-06-2017,21-06-2017,02-02-2018,4581,09-02-2018,1.35E+01
2823208,H,6,160059,233,233,131,B,ADLD,134116,05-01-2017,05-01-2017,31-01-2018,4441,02-02-2018,1.42E+01
2879069,AN,2,110018,233,233,131,A,ADLD,110041,11-03-2017,08-03-2017,16-02-2018,4147,21-02-2018,1.48E+01
2872970,C,2,110018,233,233,131,A,ADLD,110058,27-02-2017,26-02-2017,15-02-2018,4094,17-02-2018,1.50E+01
2884715,AN,21,110015,233,233,131,A,ADLD,201301,11-04-2017,07-04-2017,19-02-2018,4580,21-02-2018,1.30E+01
2907428,AN,22,400104,233,233,131,B,ADLD,390019,09-08-2017,02-08-2017,26-02-2018,4581,27-02-2018,1.42E+01
2940561,AJ,23,400001,233,233,131,A,ADLD,411037,11-08-2017,10-08-2017,05-03-2018,4398,09-03-2018,1.38E+01
2930221,AN,21,110015,233,233,131,A,ADLD,110070,14-04-2017,12-04-2017,01-03-2018,4580,08-03-2018,1.35E+01
2844565,C,1,400059,233,233,131,A,ADLD,400055,30-11-2017,30-11-2017,06-02-2018,4010,24-02-2018,1.58E+01
2946974,AN,21,110015,233,233,131,A,ADLD,110005,22-05-2017,20-05-2017,06-03-2018,4580,10-03-2018,1.25E+01
2934478,AN,7,500004,233,233,131,A,ADLD,500036,05-01-2018,03-01-2018,03-03-2018,4403,08-03-2018,1.27E+01
2940404,Y,9,411016,233,233,131,A,ADLD,411039,10-02-2018,22-09-2017,05-03-2018,4581,08-03-2018,1.20E+01
2940214,C,3,560011,233,233,131,A,ADLD,560001,19-10-2016,18-10-2016,05-03-2018,4461,12-03-2018,1.41E+01
2974154,AJ,2,110018,233,233,131,A,ADLD,110092,10-01-2018,17-10-2017,13-03-2018,4388,15-03-2018,1.22E+01
2982967,AN,22,400104,233,233,131,A,ADLD,400055,10-11-2017,09-11-2017,15-03-2018,4581,19-03-2018,1.38E+01
2979907,AE,7,500004,233,233,131,A,ADLD,500070,04-12-2017,04-12-2017,14-03-2018,4476,17-03-2018,1.25E+01
2972132,AN,22,400104,233,233,131,B,ADLD,382421,06-10-2017,30-09-2017,12-03-2018,4581,19-03-2018,1.28E+01
2987423,AN,22,400104,233,233,131,B,ADLD,364001,21-02-2018,11-02-2018,16-03-2018,4581,21-03-2018,1.14E+01
2991760,C,2,110018,233,233,228,A,ADLD,121003,24-11-2017,24-11-2017,17-03-2018,4091,22-03-2018,1.34E+01
2940313,AN,17,800001,233,233,131,C,ADLD,826004,19-12-2017,18-12-2017,05-03-2018,4538,20-03-2018,1.38E+01
2962239,AJ,2,110018,233,233,228,A,ADLD,201304,02-08-2017,02-05-2017,10-03-2018,4388,25-03-2018,1.33E+01
2959975,AN,21,110015,233,233,228,A,ADLD,201306,24-01-2018,17-08-2017,09-03-2018,4154,25-03-2018,1.42E+01
2912550,C,3,560011,233,233,228,A,ADLD,560030,11-06-2017,20-04-2018,27-02-2018,4469,08-04-2018,1.19E+01
2977462,AJ,5,380009,233,245,131,0,ADLD,0,09-05-2017,06-05-2017,13-03-2018,4546,24-03-2018,1.22E+01
2977462,C,5,380009,233,245,131,0,ADLD,0,09-05-2017,08-05-2017,13-03-2018,4546,24-03-2018,1.12E+01
3060522,C,2,110018,233,245,228,A,ADLD,110028,09-07-2017,01-06-2016,06-04-2018,4094,21-04-2018,1.31E+01
2855890,C,2,110018,233,233,228,A,ADLD,110017,24-08-2017,29-04-2016,09-02-2018,4550,24-02-2018,1.33E+01
3015320,C,8,700064,233,233,228,A,ADLD,700047,27-02-2018,21-02-2018,24-03-2018,4511,28-03-2018,1.32E+01
2944938,AN,17,800001,233,233,131,C,ADLD,815301,03-12-2016,09-11-2016,06-03-2018,4538,12-03-2018,1.31E+01
3039904,AJ,25,560037,233,245,131,A,ADLD,560067,28-02-2018,29-08-2017,30-03-2018,4460,04-04-2018,1.26E+01
2888590,C,7,500004,233,233,131,A,ADLD,500009,19-11-2017,19-11-2017,20-02-2018,4477,22-02-2018,1.39E+01
2821550,AJ,2,110018,233,233,131,A,ADLD,121001,18-10-2017,18-10-2017,30-01-2018,4388,13-02-2018,1.53E+01
2889864,AI,10,226010,233,233,131,B,ADLD,282001,06-10-2017,05-10-2017,20-02-2018,4444,23-02-2018,1.47E+01
3062841,AN,22,400104,233,233,228,C,ADLD,492001,28-11-2017,22-11-2017,07-04-2018,4581,12-04-2018,1.05E+01
2879880,AN,22,400104,233,233,131,A,ADLD,411062,20-09-2017,15-09-2017,17-02-2018,4581,21-02-2018,1.23E+01
2839024,AN,21,110015,233,233,131,B,ADLD,132103,28-09-2017,24-09-2017,04-02-2018,4580,08-02-2018,1.51E+01
2994083,AJ,25,560037,233,233,228,A,ADLD,560058,29-12-2017,16-02-2017,18-03-2018,4460,20-03-2018,1.45E+01
2880919,AN,22,400104,201,233,131,0,ADLD,456006,20-07-2017,24-10-2016,17-02-2018,4581,22-02-2018,1.51E+01
2880919,Y,22,400104,201,233,131,0,ADLD,456006,20-07-2017,02-05-2017,17-02-2018,4581,22-02-2018,1.58E+01
3039337,C,2,110018,233,233,131,A,ADLD,122001,26-03-2018,17-03-2018,30-03-2018,4550,02-04-2018,1.03E+01
2845470,AN,21,110015,233,233,228,B,ADLD,250004,01-06-2017,26-05-2017,06-02-2018,4580,16-02-2018,1.52E+01
2835130,AN,22,400104,233,233,131,B,ADLD,444601,09-02-2017,30-01-2017,03-02-2018,4581,08-02-2018,1.46E+01
2839631,AN,21,110015,233,233,131,A,ADLD,302012,06-05-2016,01-05-2016,05-02-2018,4580,17-02-2018,1.46E+01
2876678,Y,7,500004,233,233,131,B,ADLD,520013,24-05-2017,09-02-2017,16-02-2018,4403,24-02-2018,1.43E+01
2957584,AN,21,110015,233,233,131,A,ADLD,110006,14-09-2017,13-09-2017,08-03-2018,4580,10-03-2018,1.14E+01
2991195,AN,26,560066,308,233,131,A,ADLD,560102,03-06-2017,03-06-2017,17-03-2018,5001,21-03-2018,9.34E+00
2957489,C,2,110018,233,233,228,A,ADLD,110005,07-02-2018,11-01-2018,08-03-2018,4091,18-03-2018,1.42E+01
2972222,AN,22,400104,233,233,131,B,ADLD,452016,29-01-2018,29-01-2018,12-03-2018,4581,24-03-2018,1.16E+01
3031411,AN,22,400104,233,233,131,A,ADLD,400103,31-03-2017,30-03-2017,28-03-2018,4581,03-04-2018,1.09E+01
3062141,AN,22,400104,233,233,131,A,ADLD,401303,05-08-2017,03-08-2017,06-04-2018,4581,12-04-2018,1.04E+01
3028625,AD,3,560011,308,233,228,A,ADLD,560103,12-11-2017,18-01-2017,28-03-2018,5146,04-04-2018,7.85E+00
3022586,AN,21,110015,201,233,131,0,ADLD,333503,01-01-2018,30-12-2017,26-03-2018,4580,08-04-2018,1.01E+01
3055738,G,1,400059,233,233,131,A,ADLD,700012,18-10-2017,18-10-2017,05-04-2018,4011,07-04-2018,1.34E+01
3072007,AN,26,560066,233,233,131,B,ADLD,603203,21-12-2017,09-12-2017,10-04-2018,5001,12-04-2018,8.87E+00
3038137,AE,2,110018,233,233,131,A,ADLD,122505,22-11-2016,22-11-2016,30-03-2018,4093,15-04-2018,1.18E+01
2925448,C,3,560011,233,245,131,A,ADLD,560061,30-12-2017,30-12-2017,28-02-2018,4461,02-03-2018,1.32E+01
2866343,AJ,4,600024,201,233,131,D,ADLD,605202,26-03-2017,26-03-2017,13-02-2018,4482,19-02-2018,1.56E+01
3010981,AN,8,700064,233,233,131,A,ADLD,700040,14-09-2017,13-09-2017,23-03-2018,4508,27-03-2018,1.25E+01
3047896,AG,1,400059,233,233,131,A,ADLD,560068,11-12-2017,06-12-2017,02-04-2018,4008,09-04-2018,1.52E+01
2885694,AN,21,110015,233,233,131,A,ADLD,302015,21-08-2017,19-08-2017,19-02-2018,4580,26-02-2018,1.51E+01
2878000,AN,22,400104,233,233,131,A,ADLD,411057,07-12-2016,06-12-2016,16-02-2018,4581,22-02-2018,1.57E+01
2878000,AN,22,400104,233,0,131,A,ADLD,411057,07-12-2016,06-12-2016,16-02-2018,4581,22-02-2018,1.58E+01
3061185,C,9,411016,233,233,228,B,ADLD,412207,18-03-2018,13-08-2016,06-04-2018,4548,12-04-2018,9.81E+00
